ip_location,create_time,content,Topic,sentiment,Representation,Representative_Docs,theory,theme
Shandong,2023-7-18 10:16,只有我觉得这种事情不应该被鼓励吗？,125,0,"['鼓励', '提倡', '乱搞', '建议', '倡导', '这种', '抵制', '值得', '推给', '人能']","['这种 值得 提倡', '建议 提倡', '鼓励 提倡']",Deinstitutionalization of Marriage,Morality
Zhejiang,2023-7-18 11:58,错不在孩子,38,0,"['孩子', '小孩', '小孩子', '大人', '快乐', '感受', '02', '公平', '不动', '懂事']","['孩子', '孩子', '孩子']",Individualism,Traditional Family
Guangdong,2024-6-11 1:42,好处说完了，坏处呢？,161,0,"['说完', '坏处', '好处', '光说', 'simon', '胡先煦', '考证', 'free', '见过', '好吃']","['好处 说完 坏处 没', '好处 说完 坏处', '好处 说完 坏处']",Individualism,Diversity
Shaanxi,2023-2-8 22:28,直接带男人做绝育手术啥都解决了,19,1,"['男人', '想要', '女人', '能生', '跳过', '男性', '男生', '孩子', '男孩', '拥有']","['想要 男人 孩子', '男人 生 孩子', '男人 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Fujian,2023-2-1 22:07,外面彩旗正式入编,81,0,"['全国', '规矩', '规定', '推广', '放开', '普及', '允许', '各地', '人定', '不成方圆']","['全国 普及 一下', '支持 全国 推广', '普及 全国']",Deinstitutionalization of Marriage,Legislation
Hubei,2024-6-9 18:37,学到了,159,0,"['学习', '学到', '学会', '知识', '起来', '我勒个', '学学', '背会', '话发', '快来学']","['学习', '学习', '学习']",Individualism,Diversity
Chongqing,2023-11-16 2:12,这样子是不是以后小孩找对象，是不是要做一个检查，万一是亲兄妹呢,6,0,"['同父异母', 'dna', '兄妹', '近亲', '近亲结婚', '以后', '兄弟姐妹', '亲兄妹', '同母异父', '谈恋爱']","['不会 出现 . 以后 对象 同父异母 兄妹 / 姐弟', '以后 同父异母 孩子 结婚', '以后 不会 同父异母 结婚']",Deinstitutionalization of Marriage,Morality
Guangdong,2022-10-11 12:44,我怀孕就和男朋友分手了，自己生下儿子自己抚养，现在16岁了，很好,111,0,"['抚养费', '男方', '索要', '事后', '女方', '生下', '遗产', '同意', '将来', '支付']","['女 抚养权 男 出 抚养费 很多 骂 女 贪 想要 孩子 男 出 抚养费', '2 + 1 生 孩子 男方 是不是 支付 抚养费', '女方 想要 小孩 没 能力 带 男方 抚养费']",Deinstitutionalization of Marriage,Legislation
Anhui,2023-7-18 6:39,只要生娃，就行,73,0,"['不生', '骗人', '生小孩', '生娃', '生个', '随便', '能生', '快生', '下来', '干嘛']","['不生 不用 想', '不生 不生 不生', '诶 越 越 不生']",Reproduction,Population Growth
Guizhou,2023-2-1 19:55,我只在意我要是不结婚没有男性对象（指男朋友）那我是不是也可以生孩子给孩子上户口,8,0,"['户口', '女方', '户口本', '结婚证', '男方', '落户', '上户', '小孩', '离婚', '前夫']","['没有 领 结婚证 孩子 户口', '错 孩子 生 户口', '户口 女方 没有 结婚证 小孩 迁 户口']",Deinstitutionalization of Marriage,Legislation
Shaanxi,2023-2-1 22:32,鼓励多生育也不该毁三观，不守规矩的人是对守规矩的人最大的挑战！,142,1,"['三生', '三个', '鼓励', '三观', '三宝', '我生', '守规矩', '孩子', '三儿', '老三']","['三生 孩子', '三生 孩子', '三生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Guizhou,2023-3-7 18:16,要继承父亲的财产不？,184,0,"['继承', '债务', '财产', '继承权', '负债', '遗产', '等同', '遗嘱', '皇位', '惦记']","['没 财产 继承', '继承 继承 债务', '继承']",Deinstitutionalization of Marriage,Legislation
Jiangxi,2023-4-14 13:07,我除了羡慕她有钱 别的都不羡慕，如果没钱很穷 跳过结婚  一个人生三胞胎可还有人羡慕波,56,0,"['三胎', '二胎', '生二胎', '一胎', '第三胎', '四胎', '这胎', '几胎', '三胞胎', '龙凤胎']","['三胎 牛', '生 三胎', '三胎']",Deinstitutionalization of Marriage,Parenting Value
Zhejiang,2024-6-10 7:20,首先你需要成为富婆这一点就淘汰了99.99%的人了,16,1,"['三妻四妾', '一夫多妻', '有钱人', '富人', '富豪', '一妻多夫', '穷人', '纳妾', '老婆', '变相']","['以后 三妻四妾', '三妻四妾', '三妻四妾']",Deinstitutionalization of Marriage,Morality
Guangdong,2024-6-10 3:07,好漂亮，都像你,112,0,"['漂亮', '美女', '好看', '老板', '颜值', '美好', '太漂亮', '这颜值', '很漂亮', '美丽']","['漂亮', '漂亮', '漂亮']",Individualism,Diversity
Chongqing,2024-6-13 14:47,每个人有每个人选择的权利。我被谈了5年的男友无缝衔接，所以不想结婚了，也不愿意相信别人了。加上今年我已经31了，我并不想等了，我只是想拥有一个宝宝，我已经开始基础检查了 祝我好运吧,133,0,"['30', '38', '35', '二婚', '头婚', '收入', '未婚', '条件', '找个', '36']","['找 个头 婚 条件 差点 不能 找个 二婚 孩子 38 岁 收入 高 找个 未婚 条件 差点 点 男人 随便 找 找', '38 岁 收入 高 找个 未婚 男人 收入 差一点 生 一个 孩子 找 二婚 带娃 男人 找 一个 收入 差不多', '38 岁 二婚 老公 31 岁 头婚 寻找 目标 头婚 男人 坚决 后妈 孩子 结婚 不要']",Deinstitutionalization of Marriage,Marriage
Guangdong,2023-11-16 18:41,我觉得海洋最可贵的是接受自己性格所有的一切好与不好，有勇气有能力选择自己想要的生活，平静的享受当下。,75,0,"['hatti', '海洋', '头发', '哈提', '发型', '三角形', '喜欢', '讲得', '可爱', '辫子']","['妈妈 Hatti 爱', 'hatti', 'Hatti 說 : 妈妈 Hatti']",Individualism,Individualism
Guizhou,2023-7-11 21:58,好棒呀,153,0,"['太棒了', '棒棒', '特别', '好棒', '很棒', '非常', '太爱', '太棒', '真棒', '女主']","['太棒了', '太棒了', '太棒了']",Individualism,Diversity
Hebei,2023-2-1 20:46,怎么就不能正视年轻人不生孩子的问题呢？,3,0,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Guangdong,2024-6-11 15:26,这是好事,167,0,"['事事', '顺利', '好事', '好消息', '好人', '事在人为', '财源滚滚', '世界', '善良', '万事如意']","['好事', '好事 乱', '好事']",Individualism,Diversity
Guizhou,2024-6-11 12:51,没生过不代表没打过,82,0,"['医院', '出生证明', '医学', '准生证', '结婚证', '出生证', '证明', '出生', '建档', '签字']","['没有 结婚证 医院 出生证明', '没有 结婚证 医院 开 出生证明', '想 问 没有 结婚证 医院 出 出生证明']",Deinstitutionalization of Marriage,Legislation
Guangdong,2024-5-14 21:12,想知道哪里可以做？求知道,36,0,"['问题', '电话', '解决', '咨询', '说话', '试试', '机构', '回复', '私信', '联系']","['没有 解决 根本 问题', '电话 告诉 想 打电话 咨询 一下', '电话 联系 一下']",Financial Cost,Healthcare
Shaanxi,2023-2-16 16:14,男人👨可以轻松了！好嗨呦！,13,0,"['男人', '男性', '女人', '男生', '男女平等', '光棍', '女生', '女孩', '干嘛', '支持']","['男人 死', '男人 真 没', '没 男人 死']",Individualism,Gender Equality
Xinjiang,2022-9-2 21:58,单身女性吉林已经放开了！！,68,0,"['单身', '大龄', '剩女', '硕士', '光棍', '孤独', '88', '未婚', '学历', '付费']","['帅 单身', '单身', '单身']",Deinstitutionalization of Marriage,Marriage
Guizhou,2024-6-11 12:35,现在叫谁都是宝宝,172,0,"['宝宝', '宝贝', '小宝', '哈宝', '好棒', '哭闹', '宝儿', '安琪儿', '真棒', '抱抱']","['听 宝宝', '宝宝', '宝宝']",Individualism,Diversity
Guangxi,2023-2-2 1:08,怎么办还没结婚就已经想让你结扎,28,0,"['结婚', '不结', '不用', '不想', '婚姻', '恐婚', '后悔', '结过婚', '以后', '结婚的人']","['没 结婚', '早 结婚', '早 结婚']",Deinstitutionalization of Marriage,Marriage
Shandong,2024-6-11 22:00,千里寻椰姐姐真厉害,151,0,"['厉害', '太牛', '太强', '佩服', 'post', '强不强', '巨牛', '逼行', '太精彩', '厲害']","['厉害', ' 厉害', '厉害']",Individualism,Diversity
Xinjiang,2023-10-27 8:09,我觉得这样不好，这样有可能同父异母的结婚都不知道,6,0,"['同父异母', 'dna', '兄妹', '近亲', '近亲结婚', '以后', '兄弟姐妹', '亲兄妹', '同母异父', '谈恋爱']","['不会 出现 . 以后 对象 同父异母 兄妹 / 姐弟', '以后 同父异母 孩子 结婚', '以后 不会 同父异母 结婚']",Deinstitutionalization of Marriage,Morality
Hebei,2023-7-18 9:04,小三合法拉,64,1,"['违法', '合法', '法律', '娱乐圈', '普法', '明星', '合法化', '非法', '犯法', '民法典']","['合法', '违法 相信 法律 违法 不敢', '以前 违法 事 现在 受 法律 保护']",Deinstitutionalization of Marriage,Legislation
Hunan,2023-2-1 23:57,有💰人笑了,79,0,"['搞笑', '笑话', '可笑', '解说', '外孙', '弹幕', '挑着', '头像', '有意思', '幽默']","['搞笑', '搞笑', '听 蛮 搞笑']",Individualism,Diversity
Shaanxi,2024-6-13 13:50,过于强，强者剩,107,1,"['劳动力', '廉价', '缺人', '数量', '干活', '质量', '工作', '产量', '人才', '人少']","['廉价 劳动力 不够', '需要 廉价 劳动力 讲', '廉价 劳动力']",Reproduction,Population Growth
Guangdong,2023-9-3 19:14,如果我有经济能力，我也是选择自己生孩子,63,0,"['想要', '怀孕', '要生', '生个', '准备', '孩子', '想生', '身体', '老公', '不生']","['想要 孩子', '想要 一个 孩子', '想要 一个 孩子']",Deinstitutionalization of Marriage,Parenting Value
Shanxi,2024-6-13 23:42,爸爸说的很对,138,0,"['爸爸', '作用', '通透', '老爸', '父亲', '父子俩', '他爸', '这位', '智慧', '副作用']","['爸爸', '爸爸', '爸爸']",Individualism,Traditional Family
Beijing,2024-6-14 23:56,看评论现在好多人都是这种情况了么,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Fujian,2024-6-15 10:25,都是优点,86,0,"['优点', '全是', '不全是', 'bi', '全都', '哈哈哈', '我天', '優點', '一害', 'bo']","['全是 优点', '全是 优点', '全是 优点']",Individualism,Diversity
Zhejiang,2023-2-20 11:36,洗脚能生孩子？我怀疑人生了。,73,0,"['不生', '骗人', '生小孩', '生娃', '生个', '随便', '能生', '快生', '下来', '干嘛']","['不生 不用 想', '不生 不生 不生', '诶 越 越 不生']",Reproduction,Population Growth
Zhejiang,2023-7-9 19:48,太酷了,53,0,"['太酷', '好酷', '泰酷', '很酷', '超酷', '酷毙了', '真的', '天呐', '酷酷', '哇塞']","['太酷', '太酷', '太酷']",Individualism,Diversity
Guangdong,2024-6-13 6:59,相宜是不是离过婚？,46,0,"['相宜', '100', '方式', '对象', '女朋友', '找个', '帅哥', '学历', '男朋友', '董宇辉']","['爱妻 张婷 ( 相宜 ) \n \xa0 \xa0 \xa0 \xa0 \xa0 见字 如晤 展信 舒颜 \n \xa0 \xa0 \xa0 \xa0 \xa0 方 六月 季夏 已至 闲坐 窗前 感叹 时光荏苒 提笔 落墨 思至 黯然 \n \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 吾 自知 才疏学浅 恐无 翩翩 君子 之风 何德何能 爱妻 停留 驻足不前 今生 遇妻 签 情深 缘浅 奈何 纸短情长 言 点滴 过往 诉不完 叹 人生 悲欢 \n \xa0 \xa0 \xa0 \xa0 \xa0 爱妻 可知 数次 提笔 恐 词不达意 成 笑谈 更恐 爱妻 厌烦 只能 心事 藏于 心间 唐突 处 爱妻 海涵 \n \xa0 \xa0 \xa0 \xa0 提笔 思 落笔 念 思 三千 念 三千 浅浅 文字 字字 真言 念 汝 如初 思汝 如故 人间 苦漫 唯愿 爱妻 安 -- 甲辰 季夏', '相宜 确实 妈', '感觉 相宜']",Individualism,Individualism
Sichuan,2023-3-8 12:10,请问，你的儿孙和来路不明的人结婚好呢？还是其乐融融的一家结亲家好？,6,1,"['同父异母', 'dna', '兄妹', '近亲', '近亲结婚', '以后', '兄弟姐妹', '亲兄妹', '同母异父', '谈恋爱']","['不会 出现 . 以后 对象 同父异母 兄妹 / 姐弟', '以后 同父异母 孩子 结婚', '以后 不会 同父异母 结婚']",Deinstitutionalization of Marriage,Morality
Guangdong,2023-11-5 15:34,那些男人不要只看到人家不要彩礼的就又开始上纲上线说要彩礼的就是卖女儿了，你看人家女方是生活在哪边家庭的,130,1,"['彩礼', '不用', '高价', '嫁妆', '车子', '车房', '男方', '婚礼', '一个肚子', '这下']","['不用 出 彩礼', '没 结婚 没 彩礼', '真 省 彩礼 钱']",Financial Cost,Wealth
Shaanxi,2023-7-18 13:56,如果一个心怀不轨的女人勾引一个有身家地位的男人得逞，后果是什么！,23,1,"['小三', '小三小四', '当小三', '第三者', '小四', '养小三', '小三会', '小三们', '鼓励', '小五']","['小三', '小三', '小三']",Deinstitutionalization of Marriage,Morality
Beijing,2023-2-20 6:51,产检也就几千块钱 未来继承财产上会弥补,15,0,"['产检', '自费', '免费', '老公', '产检费', '精神', '医院', '好像', '空缺', '费用']","['老公 产检 自费', '老公 产检 自费', '老公 产检 自费']",Financial Cost,Healthcare
Gansu,2023-2-3 0:31,我真的无大语,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Shandong,2023-2-2 8:53,这个专家憋坏了,7,1,"['专家', '查查', '建议', '进步', '这位', '教授', '私生子', '是不是', '估计', '外面']","['专家', '搞 专家', '专家 住 帮']",Deinstitutionalization of Marriage,Morality
Anhui,2023-6-29 0:52,！！！！我回头问问我爸妈他们怎么看待这件事！！！也只是问一下我已经和他们打好我不结婚不生子的预防针了,29,0,"['结婚', '生子', '孩子', '不生', '不用', '生娃', '随便', '生个', '不要', '婚姻']","['结婚 养 孩子', '结婚 孩子', '结婚 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Anhui,2024-6-11 16:29,这全是好处啊,24,0,"['全是', '好处', '不全是', '这全', '全都', '妈呀', '感觉', '竟然', '我天', '尽说']","['全是 好处', '全是 好处', '全是 好处']",Individualism,Diversity
Ningxia,2023-2-2 16:22,终于可以不结婚带孩子了哈哈哈哈哈,29,0,"['结婚', '生子', '孩子', '不生', '不用', '生娃', '随便', '生个', '不要', '婚姻']","['结婚 养 孩子', '结婚 孩子', '结婚 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Hubei,2023-1-31 14:53,开了眼界,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Guangxi,2023-7-18 9:20,准生证是反人类的证  耻辱证,74,1,"['准生证', '东西', '现在', '办理', '流掉', '不准', '需要', '咋个', '办不到', '出生证']","['准生证', '准生证', '准生证']",Deinstitutionalization of Marriage,Legislation
Sichuan,2023-2-1 18:21,真的是，政策太好了，早几年出来这个政策，难得结婚了，难得处理婆媳关系，我又不是养不起,88,0,"['政策', '国家', '出台', '这项', '民政局', '人贩子', '放宽', '放宽政策', '人性化', '嘲讽']","['政策', '政策 定', '政策']",Deinstitutionalization of Marriage,Legislation
Sichuan,2023-2-2 8:53,真的是为达目的没有下线了,171,0,"['底线', '毫无', '下线', '越来越', '真是', '下限', '名族', '已经', '讽刺', '做人']","['没 底线', '没 底线', '没 底线']",Deinstitutionalization of Marriage,Morality
Jiangsu,2024-6-9 12:27,叫上米乐没开玩笑,61,0,"['哈哈哈', '哈哈哈哈', '专用', '热度', '我天', '思聪', '快来', '码住', '四眼', '来来来']","['哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈', '哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈', '哈哈哈哈 哈哈哈 哈哈哈 哈哈哈']",Individualism,Diversity
